Run Index;Hit Rate (%);Mode;Avg Win (€);Avg Loss (€);Num Simulations;Num Trades;Num Shuffles;Break-even Hit Rate (%);Strategy;Avg Profit (€);Avg Drawdown (€);Ratio;Min (€);Max (€);Min DD (€);Max DD (€);Avg/Trade;Profit/MaxDD
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after 2 losses, reset to 1 after win;18707.1;-233.3;80.18;16200.0;19600.0;-900.0;-100.0;187.07;187.07
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after win, reset to 1 after loss or 3 wins;18683.9;-196.8;94.94;15200.0;19800.0;-600.0;-100.0;186.84;186.84
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after win, reset to 1 after loss or 4 wins;18683.9;-196.8;94.94;15200.0;19800.0;-600.0;-100.0;186.84;186.84
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after 1 win and 1 loss, else 1;18683.9;-196.8;94.94;15200.0;19800.0;-600.0;-100.0;186.84;186.84
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after 1 win only if preceded by 1 loss, else 1;18683.9;-196.8;94.94;15200.0;19800.0;-600.0;-100.0;186.84;186.84
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after 1 win, to 3 after 2 losses, reset to 1 after win;17377.2;-184.0;94.44;15000.0;19200.0;-1100.0;-100.0;173.77;173.77
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after 3 losses, reset to 1 after win;17214.1;-175.2;98.25;14600.0;19000.0;-800.0;-100.0;172.14;172.14
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Constant position size 1;17051.0;-166.4;102.47;14000.0;18800.0;-500.0;-100.0;170.51;170.51
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after win, reset to 1 after loss or 2 wins;17051.0;-166.4;102.47;14000.0;18800.0;-500.0;-100.0;170.51;170.51
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after win, reset to 1 after loss;32272.6;-267.7;120.56;24700.0;36900.0;-600.0;-200.0;322.73;161.36
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after 2 wins, reset to 1 after 2 losses;32272.6;-267.7;120.56;24700.0;36900.0;-600.0;-200.0;322.73;161.36
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 2 after 2 wins, to 3 after 2 losses, else 1;30965.9;-278.5;111.19;23400.0;36500.0;-1100.0;-200.0;309.66;154.83
12;82.00;Regime Switching;186.0;219.0;200;100;5;54.07;Increase to 3 after 3 wins, reset to 1 after 1 loss;44228.4;-361.1;122.48;30400.0;53400.0;-600.0;-300.0;442.28;147.43
